session_id,object_position,heading,target,value,time,view_point
4,124,90,225,18.43495,3.82799999999406,180
4,863,0,0,135,11.9539999999979,180
4,154,135,225,164.5388,14.012999999999,180
4,538,45,135,351.8699,7.91900000000169,180
4,107,45,180,5.194429,5.9690000000046,180
4,510,315,0,161.565,5.69099999999889,180
4,148,225,135,181.4688,27.5240000000049,180
4,023,180,135,153.9704,3.29300000000512,180
4,751,45,0,280.008,33.9250000000029,180
4,543,270,45,295.56,6.31800000000658,180
4,231,90,270,180.971,8.72400000000198,180
4,523,0,45,351.8699,6.52199999999721,180
4,261,135,270,307.875,9.37099999999919,180
4,581,135,315,167.5741,5.91700000000128,180
4,107,45,180,5.194429,5.9690000000046,180
4,513,315,45,18.43495,7.85099999999511,180
4,147,225,180,177.7094,3.29400000000169,180
4,014,225,225,18.43495,4.27899999999499,180
4,368,180,180,168.6901,12.2540000000008,180
4,735,45,45,310.2364,11.6790000000037,180
4,684,180,270,5.194429,6.36899999999878,180
4,784,90,315,177.7094,4.94799999999668,180
4,581,135,315,167.5741,5.91700000000128,180
4,516,315,90,177.7094,11.5709999999963,180
4,518,315,135,18.43495,8.59500000000116,180
4,781,90,0,286.9275,8.62799999999697,180
4,461,90,45,178.0251,4.73099999999977,180
4,574,225,270,177.7094,7.82300000000396,180
4,546,270,90,147.9074,5.70599999999831,180
4,174,180,225,45,6.70799999999872,180
4,628,315,180,262.1847,7.27300000000105,180
4,682,180,315,141.789,2.06199999999808,180
4,260,135,0,251.565,5.54299999999785,180
4,203,0,90,251.565,13.6640000000043,180
4,537,45,225,170.2176,8.86299999999756,180
4,534,45,270,161.565,8.31399999999849,180
4,518,315,135,18.43495,8.59500000000116,180
4,123,90,90,175.4622,4.54200000000128,180
4,370,225,315,161.565,1.06300000000192,180
4,548,270,135,351.8699,16.2540000000008,180
4,517,315,225,45,3.52500000000146,180
4,570,225,0,161.565,7.39100000000326,180
4,471,135,45,18.43495,3.6449999999968,180
4,683,180,0,161.565,6.73300000000017,180
4,528,0,135,153.9704,4.71500000000378,180
4,170,180,45,5.194429,6.51499999999942,180
4,534,45,270,161.565,8.31399999999849,180
4,170,180,45,5.194429,6.51499999999942,180
4,236,90,135,151.6992,4.47000000000116,180
4,873,270,0,90.22469,6.71899999999732,180
4,648,270,180,290.2249,10.0480000000025,180
4,302,315,270,167.5741,5.91100000000006,180
4,107,45,180,182.2906,5.90700000000652,180
4,573,225,45,158.9625,5.75499999999738,180
4,476,135,90,336.8014,6.4539999999979,180
4,638,0,180,167.5741,8.37399999999616,180
4,507,0,225,173.3675,4.37700000000041,180
4,531,45,315,307.875,6.458000000006,180
4,634,0,270,300.0686,16.2350000000006,180
4,235,90,180,173.3675,5.03699999999662,180
4,547,270,225,180.971,7.45000000000437,180
4,851,315,315,161.565,8.81399999999849,180
4,581,135,315,153.9704,3.64199999999983,180
4,107,45,180,182.2906,5.90700000000652,180
4,576,225,90,290.2249,10.7319999999963,180
4,158,135,135,173.3675,11.5310000000027,180
4,253,180,90,160.4077,11.3500000000058,180
4,632,0,315,181.0416,15.2940000000017,180
4,567,90,225,161.565,13.3790000000008,180
4,654,270,270,290.2249,7.89800000000105,180
4,581,135,315,153.9704,3.64199999999983,180
4,518,315,135,181.4688,10.9720000000016,180
4,578,225,135,161.565,4.22899999999936,180
4,543,270,45,45,9.13999999999942,180
4,256,180,135,170.2176,5.13100000000122,180
4,731,45,0,235.2348,25.7209999999977,180
4,157,135,180,178.0251,3.58800000000338,180
4,406,45,90,161.565,8.77000000000407,180
4,564,90,270,45,5.65000000000146,180
4,642,270,315,45,6.25500000000466,180
4,534,45,270,286.9275,13.5789999999979,180
4,518,315,135,181.4688,10.9720000000016,180
4,376,225,180,181.4688,4.55099999999948,180
4,357,225,225,18.43495,6.20300000000134,180
4,052,180,180,354.8056,9.2219999999943,180
4,410,45,45,166.6075,11.5930000000008,180
4,520,0,0,261.8699,11.1739999999991,180
4,031,135,225,135,12.8090000000011,180
4,105,45,135,177.2737,7.1140000000014,180
4,561,90,315,286.9275,7.14099999999598,180
4,741,315,0,18.43495,8.19000000000233,180
4,170,180,45,178.0251,8.4890000000014,180
4,534,45,270,286.9275,13.5789999999979,180
4,170,180,45,178.0251,8.4890000000014,180
4,371,225,270,302.9052,14.2790000000023,180
4,213,270,90,18.43495,4.41900000000169,180
4,024,180,225,45,10.3830000000016,180
4,306,315,180,359.7753,18.8309999999983,180
4,715,0,45,8.130102,14.1290000000008,180
4,584,135,270,336.8014,12.4440000000031,180
4,580,135,0,150.7808,4.90799999999581,180
4,743,315,45,163.9264,6.02199999999721,180
4,571,225,315,179.029,5.08599999999569,180
4,216,270,135,155.9245,8.33999999999651,180
4,382,180,270,292.3801,2.90199999999459,180
4,305,315,225,161.565,4.18699999999808,180
4,583,135,45,286.9275,17.6880000000019,180
4,748,315,90,8.130102,4.27500000000146,180
4,230,90,0,161.565,4.46800000000076,180
4,783,90,45,292.3801,10.8389999999999,180
4,643,270,0,144.9263,6.09999999999854,180
4,318,270,180,139.7637,5.5570000000007,180
4,543,270,45,45,9.13999999999942,180
4,380,180,315,307.875,20.4689999999973,180
4,624,315,270,307.875,6.04500000000553,180
4,718,0,90,177.7094,3.67399999999907,180
4,104,45,225,177.7094,6.35700000000361,180
4,263,135,90,173.3675,6.52300000000105,180
4,543,270,45,295.56,6.31800000000658,180
4,465,90,90,181.4688,13.0800000000017,180
4,317,270,225,180.971,16.6739999999991,180
4,572,225,0,18.43495,5.11599999999453,180
4,815,315,315,161.565,3.32700000000477,180
4,250,180,0,135,8.66999999999825,180
4,206,0,135,161.565,4.38899999999558,180
4,185,135,135,161.565,7.95200000000477,180
4,128,90,135,307.875,7.87200000000303,180
4,321,270,270,161.565,7.55800000000454,180
4,140,225,45,225,13.2019999999975,180
4,205,0,180,191.3099,3.89600000000064,180
4,527,0,225,153.9704,3.71500000000378,180
4,734,45,315,161.565,10.2909999999974,180
4,867,0,270,173.3675,5.08999999999651,180
4,137,90,180,307.875,14.1840000000011,180
4,032,135,180,149.8265,8.00400000000081,180
4,102,45,90,292.3801,0.745000000002619,180
4,310,270,315,153.9704,4.96699999999692,180
4,142,225,90,290.2249,7.59500000000116,180
5,170,180,45,225.2604,15.5470000000059,0
5,236,90,135,55.8458,5.84200000000419,0
5,873,270,0,103.0274,8.36499999999796,0
5,648,270,180,263.5119,10.2720000000045,0
5,302,315,270,305.0738,6.34800000000541,0
5,573,225,45,180.674,8.16900000000169,0
5,476,135,90,322.0318,24.7509999999966,0
5,638,0,180,179.6397,11.2620000000024,0
5,507,0,225,225.8952,15.0059999999939,0
5,531,45,315,263.5119,14.6700000000055,0
5,634,0,270,274.2612,7.88300000000163,0
5,235,90,180,97.8153,18.8050000000003,0
5,547,270,225,279.5716,13.5169999999998,0
5,851,315,315,0.2246882,12.7870000000039,0
5,576,225,90,226.646,41.6340000000055,0
5,158,135,135,359.7753,25.1359999999986,0
5,253,180,90,271.5724,17.0570000000007,0
5,632,0,315,269.7753,15.8430000000008,0
5,543,270,45,127.2826,29.1209999999992,0
5,567,90,225,141.624,6.74699999999575,0
5,654,270,270,355.7388,8.54400000000169,0
5,578,225,135,256.9726,9.77300000000105,0
5,543,270,45,127.1207,5.02900000000227,0
5,256,180,135,310.8448,20.2309999999998,0
5,731,45,0,288.8384,18.6140000000014,0
5,157,135,180,78.69007,6.67599999999948,0
5,406,45,90,79.55681,4.70100000000093,0
5,564,90,270,180.2247,9.18499999999767,0
5,642,270,315,49.57393,8.36100000000442,0
5,376,225,180,312.4187,41.9400000000023,0
5,357,225,225,355.7388,12.3359999999957,0
5,052,180,180,0.316548,5.99799999999959,0
5,410,45,45,355.8972,21.8479999999981,0
5,520,0,0,177.0816,10.6140000000014,0
5,031,135,225,257.8286,5.08399999999529,0
5,105,45,135,101.3099,7.87299999999959,0
5,561,90,315,225,36.1650000000009,0
5,741,315,0,75.27856,6.70100000000093,0
5,371,225,270,44.54708,18.2019999999975,0
5,213,270,90,180.2247,8.79499999999825,0
5,024,180,225,60.37625,7.58199999999488,0
5,306,315,180,228.6173,10.4130000000005,0
5,715,0,45,53.45503,14.0809999999983,0
5,584,135,270,127.1207,14.3110000000015,0
5,580,135,0,225,39.8159999999989,0
5,743,315,45,90.22469,18.1240000000034,0
5,571,225,315,91.12331,11.7719999999972,0
5,216,270,135,218.7966,17.7469999999958,0
5,382,180,270,98.6955,11.099000000002,0
5,305,315,225,261.3102,11.2019999999975,0
5,107,45,180,129.4977,18.0550000000003,0
5,583,135,45,314.3179,10.0439999999944,0
5,748,315,90,138.061,27.0710000000036,0
5,230,90,0,262.1847,9.84700000000157,0
5,783,90,45,304.7652,4.02999999999884,0
5,643,270,0,100.4432,6.8859999999986,0
5,318,270,180,271.5724,25.7229999999981,0
5,543,270,45,127.1207,5.02900000000227,0
5,380,180,315,221.9251,12.0839999999953,0
5,624,315,270,304.7652,7.24900000000343,0
5,581,135,315,188.8319,14.9040000000023,0
5,107,45,180,129.4977,18.0550000000003,0
5,718,0,90,94.70786,19.0619999999981,0
5,104,45,225,168.0067,9.7980000000025,0
5,263,135,90,317.7408,7.52399999999761,0
5,465,90,90,351.8699,10.9830000000002,0
5,317,270,225,299.6237,8.88999999999942,0
5,572,225,0,113.8999,5.64199999999983,0
5,815,315,315,356.3715,7.23099999999977,0
5,581,135,315,188.8319,14.9040000000023,0
5,250,180,0,167.6961,4.2219999999943,0
5,206,0,135,129.1375,6.20599999999831,0
5,185,135,135,359.5818,26.823000000004,0
5,518,315,135,183.7005,6.97499999999854,0
5,128,90,135,58.37996,22.5880000000034,0
5,321,270,270,3.814075,6.39199999999983,0
5,140,225,45,199.24,12.8660000000018,0
5,534,45,270,234.0395,21.2489999999962,0
5,205,0,180,180.2247,8.49899999999616,0
5,518,315,135,183.7005,6.97499999999854,0
5,527,0,225,229.459,3.63700000000244,0
5,734,45,315,258.6901,10.476999999999,0
5,867,0,270,260.4284,3.83999999999651,0
5,137,90,180,99.5716,6.18500000000495,0
5,032,135,180,67.02945,7.83199999999488,0
5,102,45,90,45,7.72200000000157,0
5,310,270,315,59.42975,10.1580000000031,0
5,142,225,90,209.0042,6.31599999999889,0
5,170,180,45,256.1225,6.25699999999779,0
5,534,45,270,234.0395,21.2489999999962,0
5,170,180,45,256.1225,6.25699999999779,0
5,172,180,90,277.8153,14.75,0
5,714,0,315,311.3632,3.97599999999511,0
5,124,90,225,138.5107,8.48599999999715,0
5,863,0,0,3.814075,15.0050000000047,0
5,154,135,225,98.6955,14.8899999999994,0
5,538,45,135,107.6223,21.1630000000005,0
5,107,45,180,162.7868,12.3329999999987,0
5,510,315,0,42.17287,26.0339999999997,0
5,148,225,135,261.3045,14.612000000001,0
5,023,180,135,307.6878,26.8179999999993,0
5,751,45,0,300.2983,7.31200000000536,0
5,231,90,270,179.7753,7.39400000000023,0
5,523,0,45,48.54236,16.4890000000014,0
5,261,135,270,143.0207,49.7489999999962,0
5,581,135,315,182.0214,29.1310000000012,0
5,107,45,180,162.7868,12.3329999999987,0
5,513,315,45,90.22469,19.2330000000002,0
5,147,225,180,277.8153,19.0610000000015,0
5,781,90,0,263.5119,9.43499999999767,0
5,014,225,225,1.123303,8.58999999999651,0
5,368,180,180,351.7441,4.9230000000025,0
5,735,45,45,359.071,21.8480000000054,0
5,684,180,270,98.6955,15.0849999999991,0
5,784,90,315,223.8542,6.8640000000014,0
5,581,135,315,182.0214,29.1310000000012,0
5,516,315,90,125.2646,5.2019999999975,0
5,518,315,135,184.2974,21.6479999999938,0
5,461,90,45,290.8831,3.61799999999494,0
5,543,270,45,127.2826,29.1209999999992,0
5,574,225,270,64.98311,20.2550000000047,0
5,546,270,90,186.0441,15.4409999999989,0
5,174,180,225,38.52254,4.15400000000227,0
5,628,315,180,225,7.37199999999575,0
5,682,180,315,135,16.7019999999975,0
5,260,135,0,229.9073,7.16399999999703,0
5,203,0,90,101.3099,3.46499999999651,0
5,537,45,225,177.9786,3.52499999999418,0
5,534,45,270,225,24.1210000000065,0
5,518,315,135,184.2974,21.6479999999938,0
5,123,90,90,0.2246882,21.4150000000009,0
5,370,225,315,87.52995,11.3800000000047,0
5,548,270,135,227.2776,9.26799999999639,0
5,517,315,225,270.2438,21.448000000004,0
5,570,225,0,149.7017,9.13999999999942,0
5,471,135,45,315,7.47800000000279,0
5,683,180,0,184.2612,16.8240000000005,0
5,528,0,135,144.0395,7.98799999999756,0
5,170,180,45,225.2604,15.5470000000059,0
5,534,45,270,225,24.1210000000065,0
6,371,225,270,64.24953,13.2439999999988,180
6,213,270,90,225,32.7770000000019,180
6,024,180,225,70.36041,6.85399999999936,180
6,306,315,180,232.3121,5.05599999999686,180
6,715,0,45,88.42757,12.5199999999968,180
6,584,135,270,180.2247,15.4709999999977,180
6,580,135,0,225,17.1010000000024,180
6,743,315,45,133.1449,5.54100000000471,180
6,170,180,45,225,6.7809999999954,180
6,534,45,270,232.8793,25.4119999999966,180
6,170,180,45,225,6.7809999999954,180
6,571,225,315,84.84609,4.60599999999977,180
6,216,270,135,181.5724,5.42399999999907,180
6,382,180,270,85.73878,9.95999999999913,180
6,305,315,225,271.5724,9.18299999999726,180
6,107,45,180,103.8775,22.1100000000006,180
6,583,135,45,306.545,7.4030000000057,180
6,748,315,90,153.166,6.7699999999968,180
6,230,90,0,315,11.5600000000049,180
6,783,90,45,307.1207,15.75,180
6,643,270,0,89.77531,7.4210000000021,180
6,318,270,180,247.6199,14.3000000000029,180
6,380,180,315,135,9.56499999999505,180
6,624,315,270,288.0295,11.2639999999956,180
6,581,135,315,220.1355,5.95400000000518,180
6,107,45,180,103.8775,22.1100000000006,180
6,718,0,90,117.8973,8.07099999999627,180
6,104,45,225,135,13.4629999999961,180
6,263,135,90,311.9251,5.88199999999779,180
6,465,90,90,30.89603,10.1040000000066,180
6,317,270,225,312.4187,7.02900000000227,180
6,572,225,0,135,7.93500000000495,180
6,815,315,315,315,9.90899999999965,180
6,581,135,315,220.1355,5.95400000000518,180
6,250,180,0,177.9786,6.7019999999975,180
6,206,0,135,135,5.77300000000105,180
6,185,135,135,353.5119,9.38300000000163,180
6,518,315,135,180.2247,7.58200000000215,180
6,543,270,45,82.18471,6.64199999999983,180
6,128,90,135,45,7.72200000000157,180
6,321,270,270,45,6.68600000000151,180
6,140,225,45,154.2495,13.2809999999954,180
6,534,45,270,250.76,19.0930000000008,180
6,205,0,180,178.8767,5.79299999999785,180
6,518,315,135,180.2247,7.58200000000215,180
6,527,0,225,249.1736,14.8549999999959,180
6,734,45,315,236.4658,3.69799999999668,180
6,867,0,270,257.8286,12.5980000000054,180
6,137,90,180,123.5342,9.08599999999569,180
6,032,135,180,68.00516,6.59200000000419,180
6,102,45,90,45,21.6330000000016,180
6,310,270,315,40.01892,8.55099999999948,180
6,142,225,90,225,5.00900000000547,180
6,170,180,45,225,7.11300000000483,180
6,534,45,270,250.76,19.0930000000008,180
6,170,180,45,225,7.11300000000483,180
6,172,180,90,262.1847,5.14999999999418,180
6,714,0,315,296.4751,10.6209999999992,180
6,124,90,225,170.8659,19.2489999999962,180
6,863,0,0,0.2246882,7.62799999999697,180
6,154,135,225,97.8153,9.68600000000151,180
6,538,45,135,119.9622,10.4370000000054,180
6,510,315,0,48.57633,19.3930000000037,180
6,148,225,135,232.8793,17.7920000000013,180
6,023,180,135,259.5568,7.54699999999866,180
6,751,45,0,295.7505,6.23300000000017,180
6,231,90,270,225,11.5910000000003,180
6,523,0,45,40.65676,5.01200000000244,180
6,261,135,270,135,12.6569999999992,180
6,513,315,45,98.6955,8.72099999999773,180
6,147,225,180,298.94,7.31199999999808,180
6,781,90,0,225,8.67399999999907,180
6,014,225,225,3.814075,11.3300000000017,180
6,368,180,180,359.7753,7.75699999999779,180
6,735,45,45,30.03045,7.65399999999499,180
6,543,270,45,82.18471,6.64199999999983,180
6,684,180,270,81.3045,7.54299999999785,180
6,784,90,315,225,6.94499999999971,180
6,516,315,90,110.0372,15.5829999999987,180
6,461,90,45,304.7652,13.1520000000019,180
6,543,270,45,65.72556,8.96899999999732,180
6,574,225,270,59.70167,6.15699999999924,180
6,546,270,90,83.95591,9.31900000000314,180
6,174,180,225,78.69007,4.38899999999558,180
6,628,315,180,225,13.3260000000009,180
6,682,180,315,127.6879,4.80399999999645,180
6,260,135,0,225,7.87099999999919,180
6,203,0,90,43.14492,5.93700000000536,180
6,537,45,225,225,18.387999999999,180
6,123,90,90,20.43283,9.91799999999785,180
6,370,225,315,125.3673,14.0550000000003,180
6,548,270,135,225,10.9459999999963,180
6,517,315,225,315,7.56999999999971,180
6,570,225,0,109.24,7.44000000000233,180
6,471,135,45,259.5568,10.0749999999971,180
6,683,180,0,181.5724,15.4150000000009,180
6,528,0,135,135,5.21699999999692,180
6,236,90,135,45,5.52700000000186,180
6,873,270,0,71.97044,14.2550000000047,180
6,648,270,180,256.9726,24.3029999999999,180
6,302,315,270,315,3.34900000000198,180
6,573,225,45,128.7966,8.45000000000437,180
6,476,135,90,296.4751,9.58599999999569,180
6,638,0,180,176.1859,14.1310000000012,180
6,507,0,225,218.7966,7.40400000000227,180
6,531,45,315,264.4007,6.79299999999785,180
6,634,0,270,225,16.4959999999992,180
6,235,90,180,124.1542,13.9559999999983,180
6,547,270,225,251.565,13.8559999999998,180
6,851,315,315,336.1001,6.67500000000291,180
6,107,45,180,135,18.5679999999993,180
6,576,225,90,135.4529,10.528999999995,180
6,158,135,135,333.166,8.75099999999657,180
6,253,180,90,225,4.16599999999744,180
6,632,0,315,291.9948,8.62700000000041,180
6,543,270,45,65.72556,8.96899999999732,180
6,567,90,225,135,11.8410000000003,180
6,654,270,270,0.2246882,5.65299999999843,180
6,581,135,315,225,11.2569999999978,180
6,107,45,180,135,18.5679999999993,180
6,578,225,135,232.3121,5.47599999999511,180
6,256,180,135,269.7753,3.43599999999424,180
6,731,45,0,296.4751,12.0409999999974,180
6,157,135,180,45,8.63199999999779,180
6,406,45,90,34.1542,26.6650000000009,180
6,564,90,270,225,15.2890000000043,180
6,642,270,315,17.21319,9.95799999999872,180
6,581,135,315,225,11.2569999999978,180
6,518,315,135,160.3604,7.34200000000419,180
6,376,225,180,282.1714,4.54400000000169,180
6,518,315,135,160.3604,7.34200000000419,180
6,357,225,225,0.2246882,6.12700000000041,180
6,052,180,180,345.2786,10.3119999999981,180
6,410,45,45,28.24713,5.58399999999529,180
6,520,0,0,353.9559,6.52399999999761,180
6,031,135,225,186.4881,19.8729999999996,180
6,105,45,135,135,19.9370000000054,180
6,561,90,315,257.8286,6.41299999999319,180
6,741,315,0,52.31215,10.1880000000019,180
6,534,45,270,232.8793,25.4119999999966,180
7,527,0,225,244.5024,6.09399999999732,0
7,734,45,315,235.8458,19.7719999999972,0
7,867,0,270,262.1847,8.69800000000396,0
7,137,90,180,45,9.53200000000652,0
7,032,135,180,113.8999,7.07599999999366,0
7,102,45,90,55.26138,5.08199999999488,0
7,310,270,315,318.8655,14.2800000000061,0
7,142,225,90,240.717,21.0740000000005,0
7,172,180,90,258.6901,11.6260000000038,0
7,714,0,315,259.3941,9.38999999999942,0
7,124,90,225,45,9.12400000000343,0
7,863,0,0,0.2246882,6.15000000000146,0
7,154,135,225,139.3432,8.52399999999761,0
7,538,45,135,135,12.7690000000002,0
7,510,315,0,40.5154,10.3119999999981,0
7,148,225,135,273.3665,17.349000000002,0
7,023,180,135,259.5568,6.36499999999796,0
7,751,45,0,267.9786,12.5630000000019,0
7,231,90,270,269.7717,10.5800000000017,0
7,523,0,45,43.22592,12.497000000003,0
7,261,135,270,236.4658,13.6440000000002,0
7,107,45,180,125.3673,13.5120000000024,0
7,513,315,45,141.6632,7.27499999999418,0
7,147,225,180,287.2132,16.9690000000046,0
7,781,90,0,234.6327,22.6160000000018,0
7,014,225,225,322.5747,9.90199999999459,0
7,368,180,180,359.7735,6.6359999999986,0
7,735,45,45,48.34195,19.7690000000002,0
7,543,270,45,136.8377,24.0600000000049,0
7,684,180,270,77.82854,17.127999999997,0
7,784,90,315,228.3246,7.20300000000134,0
7,581,135,315,201.9948,19.0280000000057,0
7,107,45,180,125.3673,13.5120000000024,0
7,516,315,90,125.9605,6.81399999999849,0
7,461,90,45,289.6396,8.41799999999785,0
7,574,225,270,53.64061,6.2410000000018,0
7,546,270,90,168.5913,18.7679999999964,0
7,174,180,225,90.22469,5.86100000000442,0
7,628,315,180,218.7966,11.1949999999997,0
7,682,180,315,144.1936,17.265999999996,0
7,260,135,0,263.5119,6.73200000000361,0
7,581,135,315,201.9948,19.0280000000057,0
7,203,0,90,50.12819,9.30299999999988,0
7,537,45,225,246.0121,13.6429999999964,0
7,518,315,135,148.38,7.40499999999884,0
7,518,315,135,148.38,7.40499999999884,0
7,123,90,90,310.9144,8.99799999999959,0
7,370,225,315,103.1726,17.1419999999998,0
7,548,270,135,155.7256,11.5769999999975,0
7,517,315,225,234.6327,9.2019999999975,0
7,570,225,0,145.5518,7.01900000000023,0
7,471,135,45,236.4658,19.6540000000023,0
7,683,180,0,187.3738,3.87000000000262,0
7,528,0,135,133.0347,7.0370000000039,0
7,534,45,270,258.9647,9.74399999999878,0
7,534,45,270,258.9647,9.74399999999878,0
7,236,90,135,64.98311,6.94900000000052,0
7,873,270,0,101.3099,22.9859999999971,0
7,648,270,180,248.3925,18.0789999999979,0
7,302,315,270,319.0042,6.71300000000338,0
7,573,225,45,135,18.5799999999945,0
7,476,135,90,316.4879,14.2740000000049,0
7,170,180,45,241.6578,9.15899999999965,0
